10000 6000 10000
2242 99;63;1691;9443;0
2243 16;63;0;3315;6309
2244 74;70;1167;8809;1322
2245 23;58;2083;1376;0
2246 95;79;2756;8740;0
2247 2;23;0;902;2301
2248 4;14;0;9708;5686
2249 33;35;2281;9329;1108
2250 62;90;0;1242;5235
2251 49;69;3571;18;0
2252 79;52;0;4367;2046
2253 81;43;0;6712;1357
2254 6;76;0;2224;3155
2255 40;97;6695;8452;0
2256 37;42;9758;8093;8322
2257 33;49;0;548;5291
2258 54;47;7420;1751;7602
2259 77;39;8391;9209;0
2260 5;65;7118;7105;0
2261 0;98;0;6088;258
2262 1;9;1604;6127;4262
2263 91;75;9223;134;0
2264 42;88;0;4683;387
2265 55;63;0;4776;652
2266 56;11;1322;8042;340
2267 71;6;0;1439;2182
2268 16;22;4870;581;0
2269 36;68;4891;0;8101
2270 26;78;3596;5035;3108
2271 29;59;1940;179;6050
2272 83;11;9851;1154;0
2273 15;51;205;8355;0
2274 41;39;9839;9343;3760
2275 4;61;4884;3459;6310
2276 27;44;2084;8375;0
2277 90;58;6437;1479;0
2278 2;23;1716;0;2487
2279 67;80;5357;0;2112
2280 65;19;5934;7465;298
2281 63;64;7827;2551;7110
2282 52;57;8012;2131;9347
2283 38;2;646;3361;137
2284 83;98;2060;643;0
2285 38;56;1158;5747;1958
2286 24;41;164;1108;8232
2287 40;21;0;5325;6833
2288 68;53;4511;7150;952
2289 39;65;0;695;6274
2290 20;40;9760;9195;0
2291 0;34;3498;2936;7888
2292 42;10;5830;5485;5229
2293 28;41;4695;9553;6458
2294 51;3;0;5730;9667
2295 91;11;428;2586;78
2296 17;89;1877;958;179
2297 86;38;6370;0;5787
2298 8;17;8628;4476;6115
2299 85;17;9706;3889;0
2300 2;12;8802;3434;8365
2301 68;50;0;2160;1591
2302 58;39;3564;5009;0
2303 77;17;1190;5146;240
2304 34;37;0;4574;3239
2305 92;95;2593;0;7177
2306 48;18;0;9024;1201
2307 87;25;2256;2410;825
2308 92;37;0;6202;978
2309 67;64;1973;6989;2140
2310 70;67;0;4640;2121
2311 75;96;0;5169;1672
2312 89;76;8336;5759;6656
2313 22;10;0;2635;8513
2314 0;52;6280;8188;9813
2315 17;77;3657;2098;1159
2316 96;9;4101;4016;8182
2317 22;98;319;0;3056
2318 1;68;0;2561;1728
2319 20;97;1754;9835;5262
2320 20;64;8544;2410;7835
2321 25;89;5803;4142;299
2322 13;22;7630;0;6680
2323 57;59;3046;6817;4338
2324 5;48;0;2175;4796
2325 72;95;1161;4852;0
2326 36;17;2165;5541;1288
2327 77;94;1895;1590;1082
2328 58;49;0;3673;2005
2329 47;83;0;4204;322
2330 90;6;1655;4336;0
2331 94;16;3167;4888;0
2332 85;6;1025;8821;8866
2333 72;77;5953;744;0
2334 1;82;6602;3526;3522
2335 74;28;32;7570;4593
2336 10;11;0;4476;2587
2337 77;10;0;2546;7581
2338 40;70;5624;4177;0
2339 76;1;0;4771;5073
2340 31;94;515;7876;0
2341 79;98;673;0;7237
2342 47;28;4554;2642;860
2343 92;13;2064;6012;694
2344 89;9;0;3706;6737
2345 58;78;9016;8906;1704
2346 2;6;0;5537;1387
2347 40;47;0;5525;1626
2348 74;39;58;9052;3943
2349 1;2;2103;1043;2564
2350 5;37;152;9228;0
2351 22;8;0;2843;3999
2352 5;77;3513;0;3174
2353 58;40;943;9080;1096
2354 56;26;5340;9092;3078
2355 47;43;3003;0;1162
2356 12;12;1331;9428;0
2357 4;72;0;6507;3846
2358 54;84;6923;4693;7806
2359 82;82;1617;288;0
2360 92;42;0;6294;616
2361 30;38;4916;5610;4020
2362 16;69;7398;6380;7101
2363 17;67;0;3393;4318
2364 88;79;1835;3156;0
2365 11;8;5207;6582;4451
2366 84;88;0;5878;1696
2367 80;59;0;6850;796
2368 86;99;3778;8583;0
2369 52;71;8880;3374;5605
2370 2;63;207;5398;4688
2371 73;9;37;7698;1453
2372 75;2;2220;1096;2824
2373 15;36;243;8067;67
2374 10;61;3660;0;7967
2375 92;17;41;1197;0
2376 20;65;0;7134;111
2377 57;1;864;194;0
2378 25;15;7754;2000;8680
2379 76;62;0;9874;2023
2380 68;65;540;2899;1693
2381 40;48;4836;9834;9184
2382 19;93;9756;293;261
2383 17;52;0;5460;2083
2384 21;49;1986;4890;1470
2385 25;11;0;7087;7692
2386 98;22;73;1117;1773
2387 86;73;0;1540;2029
2388 42;40;1506;4741;2656
2389 86;84;3283;6760;4290
2390 69;33;2136;4196;8577
2391 2;23;5244;0;9316
2392 88;85;8057;2040;2711
2393 65;33;0;2967;1784
2394 99;10;7530;1597;4154
2395 23;14;7;4375;0
2396 59;92;4870;3121;1415
2397 29;33;732;2633;7306
2398 81;5;6637;9220;4600
2399 55;9;5290;7555;4808
2400 81;31;2302;3187;671
2401 83;79;0;1395;2251
2402 12;80;6806;810;8458
2403 13;82;99;3556;904
2404 20;14;9178;5046;6230
2405 6;14;0;8941;1915
2406 21;19;0;4227;146
2407 95;16;6936;3973;1929
2408 63;95;8392;0;316
2409 38;18;4699;5650;5362
2410 66;69;2111;5382;0
2411 88;23;3344;978;0
2412 1;93;7127;3423;0
2413 0;53;3191;6149;310
2414 76;25;7277;8911;2198
2415 39;89;129;9384;0
2416 39;40;1069;6821;1494
2417 5;5;1200;4014;6657
2418 48;13;6387;7908;6392
2419 24;10;6913;2457;6709
2420 62;40;775;6823;3802
2421 4;65;7279;2269;7471
2422 48;33;682;569;0
2423 15;79;0;8023;1736
2424 22;31;0;9790;8005
2425 90;0;0;9755;3302
2426 79;73;0;4892;9448
2427 77;91;1235;3496;0
2428 44;93;819;7866;0
2429 6;67;393;2068;1570
2430 38;40;181;1785;0
2431 54;50;8221;5134;9660
2432 36;18;6750;3013;1209
2433 9;36;673;1312;0
2434 77;76;0;3465;2721
2435 12;79;2029;4902;427
2436 39;1;3014;0;2594
2437 52;93;9965;0;7209
2438 47;36;7693;6669;9551
2439 16;88;4386;0;3707
2440 30;68;0;6321;1365
2441 76;66;1610;512;0
2442 56;52;0;4055;467
2443 39;94;0;9439;699
2444 87;19;0;4828;7251
2445 45;11;2745;6970;5270
2446 64;39;0;7009;7445
2447 60;65;0;2650;2269
2448 87;55;7492;0;2118
2449 5;68;5823;785;1226
2450 4;98;3004;9099;4082
2451 55;10;4815;6419;176
2452 98;38;5613;8075;6550
2453 94;15;2387;9914;0
2454 46;14;2023;2864;1326
2455 28;18;4961;6300;103
2456 64;38;1721;3874;8424
2457 13;33;9374;7202;0
2458 38;79;0;2767;7793
2459 31;31;4172;9767;0
2460 91;8;8088;1949;0
2461 57;33;155;2097;717
2462 28;80;0;8663;295
2463 68;16;1196;9232;304
2464 65;66;743;5676;4169
2465 93;5;218;1182;1948
2466 73;74;381;4595;0
2467 9;64;0;1279;2173
2468 31;30;2259;572;6098
2469 41;52;0;682;527
2470 95;83;6968;7634;0
2471 35;35;76;8261;142
2472 6;84;1993;962;352
2473 60;40;0;7910;7857
2474 15;74;4671;0;62
2475 8;1;4575;2177;4169
2476 6;86;1718;5556;0
2477 86;35;2464;5788;9087
2478 29;85;4010;2227;4088
2479 57;88;2205;1044;0
2480 90;14;0;6061;426
2481 0;31;1420;3082;0
2482 70;7;7303;1657;2283
2483 23;54;1191;1466;0
2484 16;72;0;4099;2144
2485 20;44;7204;2736;3081
2486 1;21;2968;2759;5133
2487 62;85;1888;7739;1956
2488 68;21;2615;9961;4952
2489 13;31;0;3175;6396
2490 82;85;3719;1124;9065
2491 71;1;2429;2311;0
2492 26;83;3625;7918;0
2493 24;92;7749;7039;3766
2494 83;44;9128;7492;3228
2495 29;15;8238;1027;598
2496 56;15;1720;2736;5883
2497 90;72;2258;6565;2322
2498 71;72;8797;4232;0
2499 10;33;0;1929;873
2500 13;31;255;1152;557
2501 86;27;1424;5292;1803
2502 98;75;1903;8005;0
2503 47;86;4240;2157;9908
2504 50;23;5757;7553;4916
2505 53;9;6704;5059;0
2506 83;72;1958;2287;870
2507 19;53;729;6014;2322
2508 99;81;931;9266;0
2509 54;49;4185;4011;0
2510 31;90;2003;9232;3627
2511 48;34;3312;4563;7221
2512 57;92;3249;3863;0
2513 71;17;2406;5241;0
2514 10;44;0;7192;1658
2515 45;48;780;3970;0
2516 16;4;1797;86;0
2517 88;28;651;1734;60
2518 0;40;5424;0;1225
2519 22;55;0;5531;7844
2520 39;5;9689;0;1348
2521 36;62;591;8416;0
2522 95;60;3193;0;9103
2523 35;49;3578;9212;9951
2524 7;43;429;8956;0
2525 91;72;0;5434;695
2526 1;5;6142;1043;2628
2527 75;53;0;8605;351
2528 98;0;741;3775;4378
2529 27;75;0;784;1601
2530 24;41;8249;0;5301
2531 97;51;2892;4345;0
2532 10;51;0;6850;2128
2533 71;30;2287;6539;0
2534 42;34;6277;9462;0
2535 9;14;0;3965;7729
2536 87;30;7791;9989;567
2537 17;79;344;5614;1814
2538 81;63;4671;3493;740
2539 92;55;312;7522;2737
2540 7;54;9597;9070;4099
2541 73;35;7170;9708;9466
2542 19;26;1701;5127;0
2543 25;84;0;9267;731
2544 61;40;7376;9374;0
2545 83;89;5705;6921;0
2546 15;55;1370;2406;1599
2547 31;11;1248;3939;1647
2548 12;62;6675;2478;6321
2549 2;1;0;7575;7862
2550 15;71;0;5259;9987
2551 32;54;158;4942;0
2552 38;34;393;4144;0
2553 14;29;4830;9838;9008
2554 55;25;0;852;1195
2555 86;16;3425;849;2011
2556 72;65;1488;403;2277
2557 92;83;3603;0;247
2558 45;53;1461;9662;0
2559 38;6;3737;1441;6764
2560 12;48;0;6891;8924
2561 1;66;658;7201;1243
2562 8;92;0;4490;5347
2563 57;26;0;6820;118
2564 42;34;495;9686;0
2565 7;62;3015;5749;4424
2566 9;6;9616;7023;8289
2567 28;98;1650;1523;0
2568 4;25;4635;9675;0
2569 70;20;5845;5186;9034
2570 11;78;3659;2474;2798
2571 87;48;1976;4192;1764
2572 53;94;1508;9972;0
2573 10;90;2079;2798;303
2574 74;23;7197;0;4056
2575 49;31;5331;2913;4768
2576 38;38;0;5574;2172
2577 60;33;2922;2005;7459
2578 92;63;0;5720;950
2579 62;24;7621;6284;526
2580 20;19;7020;918;6014
2581 30;26;1249;3356;2034
2582 94;83;6056;9710;6749
2583 81;3;0;799;1425
2584 25;82;0;9575;775
2585 32;71;0;1700;8951
2586 62;58;0;6380;878
2587 3;19;8;5463;598
2588 24;28;2089;4289;0
2589 0;3;1991;9476;1169
2590 50;49;5592;7857;4691
2591 67;23;2362;9690;0
2592 60;14;3385;843;0
2593 93;4;441;9133;0
2594 43;4;9687;5717;1290
2595 22;39;0;9535;6819
2596 96;54;3654;0;9776
2597 62;28;0;3317;2325
2598 73;51;0;5102;7518
2599 89;29;507;7391;0
2600 6;39;6252;5842;513
2601 28;54;2692;6489;1986
2602 37;73;2644;6317;9295
2603 88;16;554;5349;1099
2604 92;64;1691;497;929
2605 95;96;9779;7967;8232
2606 15;3;0;8674;672
2607 4;44;26;8779;1089
2608 10;53;2472;9407;5572
2609 35;3;2128;5118;0
2610 12;64;0;3239;1349
2611 46;55;2047;8847;3535
2612 68;85;754;4843;1708
2613 3;34;747;2085;0
2614 37;50;0;6973;1715
2615 46;34;2820;4019;1726
2616 43;32;1975;3633;9935
2617 42;89;0;9414;2258
2618 4;72;0;4158;3469
2619 35;3;648;9881;8162
2620 10;51;0;6706;2160
2621 15;15;2560;7187;6034
2622 79;31;1392;1017;0
2623 73;82;0;7970;1648
2624 12;94;6992;109;1311
2625 71;18;2232;2236;0
2626 52;1;3897;7946;2462
2627 42;72;4267;7174;4811
2628 90;26;905;1082;0
2629 4;9;5129;8766;3536
2630 10;37;0;1599;7314
2631 48;67;0;8344;385
2632 44;19;0;6428;888
2633 89;38;346;9026;6255
2634 95;72;1281;2029;1490
2635 44;47;3665;9925;0
2636 79;85;801;6962;7431
2637 62;60;5774;505;5148
2638 0;95;1716;6415;5007
2639 64;24;1974;7258;0
2640 9;3;4470;9157;0
2641 55;84;0;6162;1402
2642 21;24;1926;1933;0
2643 68;32;9171;0;4559
2644 69;30;9579;0;2657
2645 48;57;6438;0;8610
2646 11;6;4718;3867;0
2647 83;2;1727;1607;917
2648 66;59;0;2064;466
2649 56;51;0;627;515
2650 59;92;4618;5332;220
2651 16;51;1993;8309;694
2652 20;42;9925;8575;1219
2653 66;85;0;2027;2381
2654 50;85;0;7572;6885
2655 95;11;0;5810;1178
2656 51;61;9529;3770;0
2657 10;45;2653;3352;6550
2658 4;36;0;7979;4835
2659 52;25;5061;6721;9453
2660 8;86;1731;4101;0
2661 91;99;4499;1568;9370
2662 52;63;497;1501;0
2663 52;8;0;104;619
2664 16;13;1683;8278;2377
2665 49;50;2971;9178;7459
2666 48;23;1198;4739;932
2667 82;15;0;4337;281
2668 94;98;6598;8553;1413
2669 85;81;4312;6302;2752
2670 5;25;2004;1558;0
2671 40;90;9958;6897;7438
2672 17;84;1290;4611;0
2673 58;27;0;231;4756
2674 87;27;1702;875;4930
2675 31;53;3338;7265;0
2676 87;20;7343;181;9714
2677 42;34;99;1928;0
2678 39;34;7854;9431;381
2679 27;82;7435;6925;3033
2680 98;56;0;6730;1436
2681 34;58;5929;243;6915
2682 62;55;2324;593;1316
2683 35;34;7516;7564;0
2684 94;88;232;2272;0
2685 36;82;5313;0;7999
2686 57;60;2500;5953;1649
2687 31;89;9617;2194;4685
2688 5;11;7261;9184;4224
2689 9;13;0;3063;8309
2690 31;61;400;1128;70
2691 46;10;1733;844;2386
2692 4;58;9061;2540;3937
2693 75;42;1032;3631;0
2694 3;39;0;197;4558
2695 82;31;0;4187;2229
2696 51;67;2469;5382;0
2697 84;76;1465;584;0
2698 35;57;4865;1765;0
2699 66;0;2017;2294;9627
2700 89;13;5767;7975;2697
2701 44;92;0;2060;788
2702 99;14;2423;1066;674
2703 60;0;0;4669;9934
2704 71;35;0;8934;875
2705 2;31;2021;6490;0
2706 77;33;930;9364;2170
2707 73;82;782;7916;0
2708 77;78;5855;3699;3888
2709 71;48;2143;4999;6778
2710 73;5;2665;7714;0
2711 54;55;1291;2294;1347
2712 62;40;454;1559;0
2713 37;88;942;3041;0
2714 3;67;7022;8071;0
2715 21;82;2002;5941;0
2716 11;28;7465;9306;8624
2717 57;8;1456;0;7771
2718 81;4;817;6022;1025
2719 76;14;2151;7805;0
2720 30;48;1676;6867;1424
2721 56;77;4103;4801;8597
2722 84;10;0;3992;1797
2723 64;25;0;9157;404
2724 63;91;7541;3582;3531
2725 16;47;0;5233;7252
2726 90;78;1613;6740;0
2727 5;48;1355;8952;1876
2728 67;96;0;2177;2487
2729 47;46;5592;3342;7015
2730 64;30;1453;9612;2304
2731 38;2;13;3051;0
2732 93;52;5318;9579;5742
2733 90;83;0;4948;735
2734 63;75;6467;6349;0
2735 20;9;0;301;134
2736 46;88;2816;6218;9149
2737 43;84;4625;4323;7185
2738 44;79;485;8726;2319
2739 8;58;0;1917;2301
2740 77;87;4782;2185;0
2741 61;55;3857;3027;9979
2742 24;11;1001;3333;0
2743 29;80;0;2905;649
2744 42;28;148;8360;773
2745 3;35;8266;8833;0
2746 82;34;2940;5643;3052
2747 17;10;1224;7245;0
2748 75;4;6001;0;3461
2749 94;19;1993;1350;0
2750 65;75;1469;7514;8852
2751 12;40;0;6364;1631
2752 14;34;3215;3295;0
2753 4;59;2113;458;6787
2754 68;9;1690;1366;1583
2755 78;60;0;6443;9881
2756 98;46;290;6117;0
2757 46;42;2051;5178;0
2758 68;46;0;3372;178
2759 93;39;7292;3992;0
2760 0;9;0;5939;6385
2761 78;82;6324;3177;0
2762 19;9;3620;0;1278
2763 25;76;2053;3775;9909
2764 46;26;157;6970;0
2765 35;22;0;2136;5489
2766 70;57;3068;2416;0
2767 98;3;2460;7104;0
2768 7;53;7731;1206;0
2769 27;7;778;321;9441
2770 1;8;1887;481;6451
2771 41;65;1588;2031;0
2772 36;47;0;5782;905
2773 38;33;0;3937;4990
2774 41;7;1800;7458;0
2775 20;58;5751;7391;8629
2776 53;17;1383;596;1402
2777 32;48;3504;3497;2616
2778 8;59;7599;1708;8554
2779 21;61;4234;5063;0
2780 22;33;0;1059;1213
2781 41;27;2908;8555;0
2782 36;19;2575;1892;4611
2783 34;55;609;7533;2038
2784 4;41;6233;2338;3392
2785 56;3;0;5084;289
2786 52;41;2159;9308;0
2787 14;41;5358;2931;0
2788 7;59;567;7532;0
2789 28;21;7444;6028;7604
2790 43;98;865;1296;5510
2791 48;17;597;7169;0
2792 1;66;1892;6330;7395
2793 43;97;7969;2966;3127
2794 30;26;7025;1218;896
2795 53;84;9959;2086;0
2796 28;66;0;7262;2277
2797 38;47;798;8639;0
2798 54;5;2963;4043;3439
2799 12;56;6125;5856;0
2800 89;27;545;2069;211
2801 92;98;6305;5938;2189
2802 18;31;0;1247;895
2803 61;68;2278;1895;3214
2804 27;6;9224;1730;1749
2805 94;34;0;5091;353
2806 63;48;9788;5140;5875
2807 96;70;5650;2861;7324
2808 52;58;1992;1033;0
2809 57;11;8571;1792;6341
2810 75;15;0;5225;988
2811 74;11;599;756;392
2812 35;78;1596;4311;5905
2813 3;83;0;7062;1483
2814 65;47;8236;0;3077
2815 33;91;0;6628;1096
2816 50;85;6937;9919;0
2817 66;19;6494;2816;0
2818 28;97;5725;9809;7175
2819 60;10;0;9823;1472
2820 29;57;5890;7037;2068
2821 38;74;0;8143;1688
2822 25;79;295;4824;0
2823 22;78;2838;5226;1821
2824 39;0;0;7113;1813
2825 0;49;0;8924;993
2826 81;17;2065;1660;2012
2827 47;67;1053;3173;0
2828 35;20;1844;331;594
2829 50;63;3164;8668;1565
2830 29;62;9768;3448;0
2831 18;82;5941;8823;0
2832 23;68;2177;8378;6600
2833 0;5;7518;8589;6517
2834 23;7;9503;4169;0
2835 1;4;3868;2502;0
2836 76;14;506;2419;0
2837 36;99;834;4544;1042
2838 53;8;0;5518;2281
2839 8;0;4275;0;41
2840 20;56;7992;3047;0
2841 1;43;0;6814;904
2842 34;82;1380;3978;804
2843 17;73;9987;4405;0
2844 81;54;0;5927;3469
2845 87;76;398;4602;1754
2846 13;84;1371;0;8792
2847 94;21;900;9728;0
2848 88;95;3237;7055;8687
2849 48;77;5129;6585;5887
2850 99;40;640;8061;0
2851 50;3;232;2954;0
2852 64;69;7629;313;9548
2853 94;99;6732;0;6556
2854 30;20;1161;515;0
2855 69;63;7618;2147;7325
2856 42;53;0;5732;1557
2857 82;77;1120;3874;0
2858 14;79;0;4937;1453
2859 13;96;3237;8995;4237
2860 42;96;0;21;41
2861 50;3;5671;2359;4396
2862 33;69;253;843;0
2863 10;1;406;1793;0
2864 94;65;4208;7432;848
2865 78;71;9925;0;6846
2866 92;78;3746;2398;7509
2867 58;76;5339;1694;4435
2868 86;65;7025;529;0
2869 25;66;726;2203;7187
2870 12;78;8867;7141;0
2871 44;65;0;3455;1921
2872 23;30;9992;1819;7221
2873 58;23;0;2240;1817
2874 8;31;0;4168;1464
2875 35;51;5133;5130;6311
2876 45;54;8632;3124;6775
2877 49;78;2167;4474;1960
2878 92;50;743;3133;7148
2879 48;83;7813;4812;193
2880 79;97;5293;8623;7031
2881 47;48;1085;8306;0
2882 40;83;2681;2643;3736
2883 0;9;8671;2514;9359
2884 87;64;5538;9839;0
2885 49;93;0;8254;4467
2886 26;75;6403;3440;8316
2887 82;67;0;3314;2110
2888 89;0;0;8550;619
2889 87;32;89;2707;7870
2890 36;5;6428;1064;499
2891 93;68;3501;6868;8854
2892 18;69;0;3104;1249
2893 25;27;514;5704;1834
2894 49;86;7012;3536;998
2895 48;35;1577;948;850
2896 20;66;1421;4033;1370
2897 62;33;1042;8132;3381
2898 58;70;0;3834;1766
2899 99;90;0;474;288
2900 78;89;0;9482;6323
2901 74;95;6690;4124;1144
2902 74;56;219;2086;1147
2903 8;10;5427;0;6382
2904 96;31;6598;8472;6511
2905 44;32;816;2807;0
2906 57;31;1439;3912;6924
2907 99;55;685;2246;1823
2908 49;68;0;8945;5111
2909 71;30;1536;1578;642
2910 16;6;0;3762;4346
2911 86;92;0;5801;1445
2912 95;53;0;2342;798
2913 92;74;1046;7904;8473
2914 68;70;6826;7303;1853
2915 60;5;1174;3333;1968
2916 17;65;0;2194;7550
2917 64;79;4494;8470;5042
2918 99;13;3470;4732;0
2919 37;13;8894;4719;0
2920 18;34;0;10;1358
2921 18;51;8030;5345;0
2922 33;64;0;2820;2938
2923 63;33;559;2433;8172
2924 0;21;274;4196;1129
2925 64;37;553;5356;1518
2926 84;70;0;5552;4162
2927 85;12;7160;760;7582
2928 88;55;2147;1666;1698
2929 87;1;6750;5435;5026
2930 63;26;1505;6928;0
2931 64;75;1420;0;1747
2932 17;46;1711;0;7935
2933 52;47;1634;369;0
2934 57;21;2176;4254;0
2935 62;37;258;0;4715
2936 29;70;7441;0;4845
2937 5;91;6613;9157;0
2938 56;66;805;3619;2755
2939 94;75;2232;6980;0
2940 97;56;6723;3952;7611
2941 92;14;1136;7302;2487
2942 82;4;0;5124;8346
2943 24;24;1714;2860;0
2944 43;49;5045;0;8678
2945 33;59;6172;6299;9935
2946 12;18;2137;1036;829
2947 33;21;1986;2821;0
2948 72;22;7199;1940;5161
2949 97;2;8140;9086;7876
2950 67;29;0;2685;1996
2951 70;78;33;133;2286
2952 98;58;0;1647;6448
2953 75;44;5865;9138;1034
2954 69;73;6979;9427;0
2955 31;16;0;4361;4703
2956 66;13;0;1056;9990
2957 75;25;520;7711;2474
2958 84;30;6393;3472;6724
2959 62;3;1253;8036;6101
2960 75;82;1719;6366;3475
2961 2;56;0;1856;5434
2962 18;41;2485;3428;0
2963 25;88;8405;3119;4050
2964 75;41;5862;6597;1755
2965 54;48;7297;3437;3549
2966 62;30;0;8412;1087
2967 98;18;7989;4809;5368
2968 88;92;8006;3046;5242
2969 76;96;5162;9446;0
2970 61;10;990;3640;627
2971 30;1;0;8025;5272
2972 69;43;5423;9684;0
2973 90;46;5078;7433;0
2974 5;46;0;607;5105
2975 66;11;1875;1375;0
2976 14;13;5385;9446;5436
2977 70;5;6119;7653;9006
2978 13;12;1345;8357;5849
2979 86;39;8748;393;1109
2980 68;96;9021;7614;6807
2981 22;47;0;4700;4760
2982 77;4;1467;8028;900
2983 56;63;3743;7780;0
2984 72;16;353;2674;0
2985 39;20;4255;4675;5068
2986 92;92;4296;9147;4341
2987 86;50;0;5437;10
2988 19;49;3583;1976;0
2989 58;1;2166;6514;6593
2990 36;13;8041;1325;5360
2991 91;53;0;8572;1484
2992 17;23;7134;34;7706
2993 34;34;3152;4440;4130
2994 12;18;5265;4243;0
2995 84;18;518;4826;0
2996 50;26;0;5975;7747
2997 43;32;0;6127;7146
2998 37;53;5168;3129;0
2999 94;43;226;7723;0
3000 95;5;5637;5221;5093
3001 6;84;7431;9443;5766
3002 51;82;0;2519;3495
3003 11;69;3353;2077;1741
3004 55;73;7701;6378;6144
3005 88;34;0;1026;4608
3006 14;65;715;7277;0
3007 63;67;0;7899;2254
3008 72;13;8097;8878;6097
3009 24;31;588;2309;0
3010 7;45;8561;2918;0
3011 24;96;0;2123;7050
3012 59;94;7613;0;2562
3013 52;14;1572;5418;0
3014 9;10;0;2348;1030
3015 20;77;0;1270;1135
3016 51;94;8627;1179;1898
3017 11;73;3784;8493;4223
3018 45;26;0;5231;8105
3019 68;63;0;3934;3108
3020 34;67;4349;2788;3589
3021 42;73;3626;7045;0
3022 12;90;1951;7482;755
3023 89;1;1197;6013;2442
3024 58;85;7810;2372;5873
3025 57;65;3055;9991;8771
3026 98;31;3061;2047;0
3027 30;76;3779;1700;2236
3028 9;99;1509;5394;0
3029 91;92;325;6657;0
3030 15;35;3277;3136;5842
3031 22;47;0;6204;1522
3032 72;5;0;4723;1779
3033 51;56;0;4490;1355
3034 94;46;0;6556;3852
3035 17;87;0;2767;70
3036 68;21;0;3028;9116
3037 6;33;0;4492;6215
3038 59;7;0;1078;1846
3039 7;82;9684;2392;5747
3040 80;62;0;6886;5359
3041 4;99;8067;556;0
3042 66;15;0;3528;356
3043 46;41;0;1358;728
3044 83;98;4488;7991;0
3045 98;36;878;6747;2041
3046 58;55;5115;3105;4829
3047 29;9;0;6112;326
3048 50;83;4335;713;6824
3049 24;60;5707;2842;0
3050 56;89;272;8042;1549
3051 80;85;1312;471;1907
3052 5;3;146;0;1257
3053 29;37;0;9674;2131
3054 21;44;0;5393;8297
3055 57;75;6767;9096;9159
3056 41;88;367;8961;0
3057 55;77;0;1016;539
3058 92;17;0;3757;2098
3059 95;28;1977;8329;0
3060 16;94;0;131;4582
3061 0;32;5690;1004;0
3062 49;33;666;2110;4804
3063 7;3;1499;1217;776
3064 41;60;8793;7661;5374
3065 4;93;2773;4143;9980
3066 75;28;80;6061;0
3067 92;70;1644;4052;0
3068 39;18;8193;2355;2304
3069 62;96;8223;1712;0
3070 4;72;1511;1455;154
3071 69;68;289;7061;8278
3072 29;7;1731;672;0
3073 69;56;6057;2989;9042
3074 63;11;0;5105;2285
3075 7;99;6358;8710;3973
3076 73;73;0;3651;612
3077 64;50;474;4287;9784
3078 24;24;875;7791;8280
3079 32;25;1963;1487;0
3080 87;92;3997;7042;6247
3081 81;84;0;1355;7904
3082 67;84;4706;4991;0
3083 63;11;6979;0;6904
3084 82;19;1027;4976;0
3085 55;90;1394;4384;1473
3086 57;13;0;8153;1991
3087 43;83;1029;2843;0
3088 30;72;0;3676;4154
3089 3;29;0;7219;400
3090 86;77;2889;9539;9140
3091 44;94;9814;9125;5216
3092 99;71;3223;0;1925
3093 31;85;2221;3718;0
3094 40;15;8146;2168;0
3095 46;70;1255;3063;0
3096 37;73;1139;6362;0
3097 25;26;7502;9323;8118
3098 88;92;0;8335;4892
3099 33;62;1741;3834;0
3100 79;10;9803;9010;2809
3101 17;57;6405;6308;0
3102 90;77;6698;4836;4304
3103 48;35;0;5354;506
3104 14;24;6437;6881;0
3105 74;57;2203;8988;412
3106 60;36;0;7984;6920
3107 43;94;0;4452;1938
3108 81;58;1669;1946;0
3109 1;15;9357;3852;6322
3110 74;57;9892;2048;0
3111 27;20;477;3298;0
3112 60;5;359;7130;9033
3113 64;40;0;3069;3658
3114 50;93;0;8871;8542
3115 58;79;0;644;476
3116 59;10;6261;2946;0
3117 48;40;0;4417;1644
3118 51;95;1035;8357;4408
3119 15;46;1672;423;0
3120 16;91;3591;1485;8636
3121 89;12;4169;8170;0
3122 73;42;0;2843;6378
3123 17;27;9202;8658;4190
3124 12;74;7755;8760;0
3125 94;1;0;973;8559
3126 85;11;0;8904;1985
3127 97;12;181;1580;0
3128 32;81;0;4785;9197
3129 8;95;1810;4022;2391
3130 15;70;1707;1060;9562
3131 44;65;142;9109;2237
3132 27;19;0;400;917
3133 35;9;2078;4442;0
3134 22;80;6034;8450;2653
3135 97;7;0;3178;8374
3136 3;63;6280;906;0
3137 18;52;0;878;5668
3138 94;55;4622;1347;0
3139 29;2;1326;8198;9927
3140 46;31;0;9824;4704
3141 47;59;5665;2890;1200
3142 65;4;3814;2676;2585
3143 44;66;9848;4938;3788
3144 73;90;1467;9060;0
3145 88;48;1224;3138;0
3146 5;28;6469;309;0
3147 91;13;0;1620;1809
3148 40;18;5008;2146;3450
3149 0;79;5484;6940;0
3150 71;73;7418;9638;7078
3151 17;11;0;5790;9
3152 69;84;348;5204;0
3153 20;18;7248;7567;8430
3154 42;35;0;4590;963
3155 70;90;0;4773;770
3156 1;34;2343;1377;1956
3157 31;21;5487;7047;2179
3158 98;78;2923;6991;5030
3159 82;78;0;3814;9736
3160 24;40;2621;4639;3416
3161 12;33;0;478;9669
3162 47;40;4522;6622;5384
3163 24;99;0;9882;6430
3164 41;25;2706;4541;0
3165 84;15;0;7832;2704
3166 63;21;7300;4889;2399
3167 28;82;0;381;8110
3168 52;25;9939;5051;5926
